,date,open,high,low,close,volume
0,2025-06-23 00:00:00+05:30,36531.4,37326.35,36399.2,37229.15,0
1,2025-06-24 00:00:00+05:30,37447.15,37745.05,37370.55,37453.7,0
2,2025-06-25 00:00:00+05:30,37595.25,38034.0,37595.25,37988.75,0
3,2025-06-26 00:00:00+05:30,38050.25,38371.65,37976.85,38320.7,0
4,2025-06-27 00:00:00+05:30,38463.4,38627.8,38128.2,38181.2,0
5,2025-06-30 00:00:00+05:30,38311.75,38482.15,38099.9,38441.7,0
6,2025-07-01 00:00:00+05:30,38343.5,38556.85,38224.1,38508.5,0
7,2025-07-02 00:00:00+05:30,38538.45,38954.6,38445.7,38908.45,0
8,2025-07-03 00:00:00+05:30,38943.65,39267.75,38743.25,39126.95,0
9,2025-07-04 00:00:00+05:30,39091.25,39355.55,38968.65,39238.1,0
10,2025-07-07 00:00:00+05:30,39208.1,39376.6,38980.65,39144.3,0
11,2025-07-08 00:00:00+05:30,38877.25,38877.25,38156.1,38248.8,0
12,2025-07-09 00:00:00+05:30,38266.3,38574.95,38199.7,38430.75,0
13,2025-07-10 00:00:00+05:30,38444.6,38548.05,38369.55,38474.45,0
14,2025-07-11 00:00:00+05:30,38421.0,38427.2,38006.85,38099.35,0
15,2025-07-14 00:00:00+05:30,38117.7,38468.45,38041.2,38435.7,0
16,2025-07-15 00:00:00+05:30,38534.7,38805.25,38517.45,38773.3,0
17,2025-07-16 00:00:00+05:30,38998.7,39029.7,38649.6,38804.35,0
18,2025-07-17 00:00:00+05:30,38885.15,39086.65,38832.85,38999.65,0
19,2025-07-18 00:00:00+05:30,39072.85,39088.05,38533.95,38630.75,0
20,2025-07-21 00:00:00+05:30,38557.35,38868.0,38369.65,38847.55,0
21,2025-07-22 00:00:00+05:30,38970.4,38977.65,38702.25,38806.3,0
22,2025-07-23 00:00:00+05:30,38951.3,39075.55,38701.85,39040.75,0
23,2025-07-24 00:00:00+05:30,39056.15,39120.55,38945.65,39027.95,0
24,2025-07-25 00:00:00+05:30,38980.85,39004.2,38547.15,38617.05,0
25,2025-07-28 00:00:00+05:30,38534.3,38760.55,38232.75,38352.6,0
26,2025-07-29 00:00:00+05:30,38262.45,38507.1,38051.05,38457.2,0
27,2025-07-30 00:00:00+05:30,38448.75,38621.4,38313.8,38545.5,0
28,2025-07-31 00:00:00+05:30,37993.9,38507.25,37854.8,38263.8,0
29,2025-08-01 00:00:00+05:30,38235.65,38316.95,37837.95,37893.5,0
30,2025-08-04 00:00:00+05:30,37919.15,38470.35,37839.9,38414.15,0
31,2025-08-05 00:00:00+05:30,38413.4,38574.0,38164.45,38461.9,0
32,2025-08-06 00:00:00+05:30,38488.05,38488.05,37964.25,38134.8,0
33,2025-08-07 00:00:00+05:30,37721.75,38363.45,37721.75,38282.7,0
34,2025-08-08 00:00:00+05:30,38532.1,38552.6,37458.7,37549.6,0
